,agent_name,cumulative_regret,exp_name
228,TS (arithmetic grid),0.03059999999999996,M=2
229,TS (arithmetic grid),0.043200000000000016,M=2
230,TS (arithmetic grid),0.04139999999999999,M=2
231,TS (arithmetic grid),0.0262,M=2
232,TS (arithmetic grid),0.033399999999999985,M=2
233,TS (arithmetic grid),0.04039999999999999,M=2
234,TS (arithmetic grid),0.042200000000000015,M=2
235,TS (arithmetic grid),0.036799999999999944,M=2
236,TS (arithmetic grid),0.03620000000000001,M=2
237,TS (arithmetic grid),0.03500000000000003,M=2
238,TS (arithmetic grid),0.03320000000000001,M=2
239,TS (arithmetic grid),0.030200000000000005,M=2
240,TS (arithmetic grid),0.025599999999999956,M=2
241,TS (arithmetic grid),0.03200000000000003,M=2
242,TS (arithmetic grid),0.026599999999999957,M=2
243,TS (arithmetic grid),0.028200000000000003,M=2
244,TS (arithmetic grid),0.03939999999999999,M=2
245,TS (arithmetic grid),0.03179999999999994,M=2
246,TS (arithmetic grid),0.030000000000000027,M=2
247,TS (arithmetic grid),0.03420000000000001,M=2
248,TS (arithmetic grid),0.023599999999999954,M=2
249,TS (arithmetic grid),0.02639999999999998,M=2
250,TS (arithmetic grid),0.031399999999999983,M=2
251,TS (arithmetic grid),0.02739999999999998,M=2
252,TS (arithmetic grid),0.037799999999999945,M=2
253,TS (arithmetic grid),0.02279999999999993,M=2
254,TS (arithmetic grid),0.0232,M=2
255,TS (arithmetic grid),0.028200000000000003,M=2
256,TS (arithmetic grid),0.024399999999999977,M=2
257,TS (arithmetic grid),0.034599999999999964,M=2
258,TS (arithmetic grid),0.035599999999999965,M=2
259,TS (arithmetic grid),0.018799999999999928,M=2
260,TS (arithmetic grid),0.040200000000000014,M=2
261,TS (arithmetic grid),0.031000000000000028,M=2
262,TS (arithmetic grid),0.021599999999999953,M=2
263,TS (arithmetic grid),0.0232,M=2
264,TS (arithmetic grid),0.029200000000000004,M=2
265,TS (arithmetic grid),0.040200000000000014,M=2
266,TS (arithmetic grid),0.03520000000000001,M=2
267,TS (arithmetic grid),0.037799999999999945,M=2
268,TS (arithmetic grid),0.024799999999999933,M=2
269,TS (arithmetic grid),0.029200000000000004,M=2
270,TS (arithmetic grid),0.02939999999999998,M=2
271,TS (arithmetic grid),0.03359999999999996,M=2
272,TS (arithmetic grid),0.0232,M=2
273,TS (arithmetic grid),0.03839999999999999,M=2
274,TS (arithmetic grid),0.026799999999999935,M=2
275,TS (arithmetic grid),0.03920000000000001,M=2
276,TS (arithmetic grid),0.03159999999999996,M=2
277,TS (arithmetic grid),0.036599999999999966,M=2
278,TS (arithmetic grid),0.026799999999999935,M=2
279,TS (arithmetic grid),0.03700000000000003,M=2
280,TS (arithmetic grid),0.026799999999999935,M=2
281,TS (arithmetic grid),0.020399999999999974,M=2
282,TS (arithmetic grid),0.0242,M=2
283,TS (arithmetic grid),0.027200000000000002,M=2
284,TS (arithmetic grid),0.036799999999999944,M=2
285,TS (arithmetic grid),0.031000000000000028,M=2
286,TS (arithmetic grid),0.034399999999999986,M=2
287,TS (arithmetic grid),0.025399999999999978,M=2
288,TS (arithmetic grid),0.02959999999999996,M=2
289,TS (arithmetic grid),0.03700000000000003,M=2
290,TS (arithmetic grid),0.03279999999999994,M=2
291,TS (arithmetic grid),0.03739999999999999,M=2
292,TS (arithmetic grid),0.029799999999999938,M=2
293,TS (arithmetic grid),0.03639999999999999,M=2
294,TS (arithmetic grid),0.023399999999999976,M=2
295,TS (arithmetic grid),0.034599999999999964,M=2
296,TS (arithmetic grid),0.027599999999999958,M=2
297,TS (arithmetic grid),0.03839999999999999,M=2
298,TS (arithmetic grid),0.03059999999999996,M=2
299,TS (arithmetic grid),0.014599999999999946,M=2
300,AB (minimax grid),0.010000000000000009,M=2
301,AB (minimax grid),-0.010400000000000076,M=2
302,AB (minimax grid),0.019000000000000017,M=2
303,AB (minimax grid),-0.0021999999999999797,M=2
304,AB (minimax grid),0.00019999999999997797,M=2
305,AB (minimax grid),0.0028000000000000247,M=2
306,AB (minimax grid),0.009000000000000008,M=2
307,AB (minimax grid),0.0025999999999999357,M=2
308,AB (minimax grid),0.0005999999999999339,M=2
309,AB (minimax grid),0.007000000000000006,M=2
310,AB (minimax grid),0.013799999999999923,M=2
311,AB (minimax grid),-0.006000000000000005,M=2
312,AB (minimax grid),0.10299999999999998,M=2
313,AB (minimax grid),0.0038000000000000256,M=2
314,AB (minimax grid),-0.00040000000000006697,M=2
315,AB (minimax grid),0.0048000000000000265,M=2
316,AB (minimax grid),0.014399999999999968,M=2
317,AB (minimax grid),0.006000000000000005,M=2
318,AB (minimax grid),-0.008600000000000052,M=2
319,AB (minimax grid),0.00019999999999997797,M=2
320,AB (minimax grid),0.011399999999999966,M=2
321,AB (minimax grid),-0.0006000000000000449,M=2
322,AB (minimax grid),-0.0028000000000000247,M=2
323,AB (minimax grid),0.10159999999999997,M=2
324,AB (minimax grid),0.010399999999999965,M=2
325,AB (minimax grid),0.009199999999999986,M=2
326,AB (minimax grid),0.013399999999999967,M=2
327,AB (minimax grid),0.006399999999999961,M=2
328,AB (minimax grid),-0.0020000000000000018,M=2
329,AB (minimax grid),-0.0016000000000000458,M=2
330,AB (minimax grid),0.0008000000000000229,M=2
331,AB (minimax grid),0.00759999999999994,M=2
332,AB (minimax grid),0.1154,M=2
333,AB (minimax grid),-0.0048000000000000265,M=2
334,AB (minimax grid),0.0021999999999999797,M=2
335,AB (minimax grid),0.0,M=2
336,AB (minimax grid),0.00539999999999996,M=2
337,AB (minimax grid),0.009199999999999986,M=2
338,AB (minimax grid),0.08360000000000001,M=2
339,AB (minimax grid),0.008399999999999963,M=2
340,AB (minimax grid),0.015599999999999947,M=2
341,AB (minimax grid),0.0033999999999999586,M=2
342,AB (minimax grid),0.007800000000000029,M=2
343,AB (minimax grid),0.010199999999999987,M=2
344,AB (minimax grid),0.0018000000000000238,M=2
345,AB (minimax grid),0.0045999999999999375,M=2
346,AB (minimax grid),0.09460000000000002,M=2
347,AB (minimax grid),-0.0010000000000000009,M=2
348,AB (minimax grid),0.0035999999999999366,M=2
349,AB (minimax grid),0.0028000000000000247,M=2
350,AB (minimax grid),0.00539999999999996,M=2
351,AB (minimax grid),0.0030000000000000027,M=2
352,AB (minimax grid),0.10799999999999998,M=2
353,AB (minimax grid),-0.0046000000000000485,M=2
354,AB (minimax grid),-0.007600000000000051,M=2
355,AB (minimax grid),0.010199999999999987,M=2
356,AB (minimax grid),0.0010000000000000009,M=2
357,AB (minimax grid),0.0,M=2
358,AB (minimax grid),0.005199999999999982,M=2
359,AB (minimax grid),0.0005999999999999339,M=2
360,AB (minimax grid),0.0035999999999999366,M=2
361,AB (minimax grid),0.0035999999999999366,M=2
362,AB (minimax grid),-0.0008000000000000229,M=2
363,AB (minimax grid),0.0988,M=2
364,AB (minimax grid),0.0043999999999999595,M=2
365,AB (minimax grid),0.006599999999999939,M=2
366,AB (minimax grid),0.08040000000000003,M=2
367,AB (minimax grid),-0.005600000000000049,M=2
368,AB (minimax grid),0.0011999999999999789,M=2
369,AB (minimax grid),0.0043999999999999595,M=2
370,AB (minimax grid),0.0018000000000000238,M=2
371,AB (minimax grid),0.013399999999999967,M=2
372,AB (minimax grid),-0.005600000000000049,M=2
373,AB (minimax grid),0.00019999999999997797,M=2
374,AB (minimax grid),0.0005999999999999339,M=2
375,AB (minimax grid),0.016799999999999926,M=2
376,AB (minimax grid),-0.0024000000000000687,M=2
377,AB (minimax grid),0.008599999999999941,M=2
378,AB (minimax grid),0.10819999999999996,M=2
379,AB (minimax grid),0.0008000000000000229,M=2
380,AB (minimax grid),0.005800000000000027,M=2
381,AB (minimax grid),0.0015999999999999348,M=2
382,AB (minimax grid),0.09119999999999995,M=2
383,AB (minimax grid),0.008000000000000007,M=2
384,AB (minimax grid),0.0045999999999999375,M=2
385,AB (minimax grid),-0.014800000000000035,M=2
386,AB (minimax grid),0.009199999999999986,M=2
387,AB (minimax grid),0.007800000000000029,M=2
388,AB (minimax grid),0.010199999999999987,M=2
389,AB (minimax grid),0.09999999999999998,M=2
390,AB (minimax grid),0.08119999999999994,M=2
391,AB (minimax grid),0.0021999999999999797,M=2
392,AB (minimax grid),-0.00040000000000006697,M=2
393,AB (minimax grid),-0.0031999999999999806,M=2
394,AB (minimax grid),0.010599999999999943,M=2
395,AB (minimax grid),0.0031999999999999806,M=2
396,AB (minimax grid),0.0041999999999999815,M=2
397,AB (minimax grid),0.01859999999999995,M=2
398,AB (minimax grid),0.1038,M=2
399,AB (minimax grid),-0.0040000000000000036,M=2
400,AB (geometric grid),-0.005600000000000049,M=2
401,AB (geometric grid),-0.02100000000000002,M=2
402,AB (geometric grid),-0.011400000000000077,M=2
403,AB (geometric grid),0.00759999999999994,M=2
404,AB (geometric grid),0.008000000000000007,M=2
405,AB (geometric grid),0.08819999999999995,M=2
406,AB (geometric grid),-0.00660000000000005,M=2
407,AB (geometric grid),0.08979999999999999,M=2
408,AB (geometric grid),0.007800000000000029,M=2
409,AB (geometric grid),-0.0020000000000000018,M=2
410,AB (geometric grid),0.00039999999999995595,M=2
411,AB (geometric grid),-0.007400000000000073,M=2
412,AB (geometric grid),0.0,M=2
413,AB (geometric grid),0.008199999999999985,M=2
414,AB (geometric grid),0.10619999999999996,M=2
415,AB (geometric grid),-0.0011999999999999789,M=2
416,AB (geometric grid),0.0035999999999999366,M=2
417,AB (geometric grid),0.09799999999999998,M=2
418,AB (geometric grid),0.0048000000000000265,M=2
419,AB (geometric grid),-0.006199999999999983,M=2
420,AB (geometric grid),0.09899999999999998,M=2
421,AB (geometric grid),0.09439999999999993,M=2
422,AB (geometric grid),-0.011199999999999988,M=2
423,AB (geometric grid),0.10399999999999998,M=2
424,AB (geometric grid),-0.0008000000000000229,M=2
425,AB (geometric grid),0.09599999999999997,M=2
426,AB (geometric grid),0.0025999999999999357,M=2
427,AB (geometric grid),0.08719999999999994,M=2
428,AB (geometric grid),0.09199999999999997,M=2
429,AB (geometric grid),0.10779999999999995,M=2
430,AB (geometric grid),0.09899999999999998,M=2
431,AB (geometric grid),-0.0030000000000000027,M=2
432,AB (geometric grid),0.10699999999999998,M=2
433,AB (geometric grid),-0.00040000000000006697,M=2
434,AB (geometric grid),0.08760000000000001,M=2
435,AB (geometric grid),0.08019999999999994,M=2
436,AB (geometric grid),0.009599999999999942,M=2
437,AB (geometric grid),0.09539999999999993,M=2
438,AB (geometric grid),-0.0008000000000000229,M=2
439,AB (geometric grid),-0.007400000000000073,M=2
440,AB (geometric grid),0.10219999999999996,M=2
441,AB (geometric grid),-0.005800000000000027,M=2
442,AB (geometric grid),0.09519999999999995,M=2
443,AB (geometric grid),-0.009600000000000053,M=2
444,AB (geometric grid),0.09819999999999995,M=2
445,AB (geometric grid),-0.0010000000000000009,M=2
446,AB (geometric grid),-0.0026000000000000467,M=2
447,AB (geometric grid),-0.0006000000000000449,M=2
448,AB (geometric grid),-0.007400000000000073,M=2
449,AB (geometric grid),0.0038000000000000256,M=2
450,AB (geometric grid),0.0008000000000000229,M=2
451,AB (geometric grid),0.0010000000000000009,M=2
452,AB (geometric grid),0.00759999999999994,M=2
453,AB (geometric grid),0.009800000000000031,M=2
454,AB (geometric grid),-0.0046000000000000485,M=2
455,AB (geometric grid),0.0018000000000000238,M=2
456,AB (geometric grid),0.09179999999999999,M=2
457,AB (geometric grid),0.10319999999999996,M=2
458,AB (geometric grid),0.09419999999999995,M=2
459,AB (geometric grid),-0.0046000000000000485,M=2
460,AB (geometric grid),0.0010000000000000009,M=2
461,AB (geometric grid),0.010399999999999965,M=2
462,AB (geometric grid),0.08939999999999992,M=2
463,AB (geometric grid),0.010199999999999987,M=2
464,AB (geometric grid),0.0028000000000000247,M=2
465,AB (geometric grid),0.008199999999999985,M=2
466,AB (geometric grid),-0.012600000000000056,M=2
467,AB (geometric grid),-0.0048000000000000265,M=2
468,AB (geometric grid),0.09299999999999997,M=2
469,AB (geometric grid),-0.012199999999999989,M=2
470,AB (geometric grid),0.009800000000000031,M=2
471,AB (geometric grid),0.0040000000000000036,M=2
472,AB (geometric grid),0.010000000000000009,M=2
473,AB (geometric grid),0.0028000000000000247,M=2
474,AB (geometric grid),0.0025999999999999357,M=2
475,AB (geometric grid),0.1084,M=2
476,AB (geometric grid),0.08099999999999996,M=2
477,AB (geometric grid),-0.007800000000000029,M=2
478,AB (geometric grid),-0.0020000000000000018,M=2
479,AB (geometric grid),0.10039999999999999,M=2
480,AB (geometric grid),0.0028000000000000247,M=2
481,AB (geometric grid),-0.010400000000000076,M=2
482,AB (geometric grid),0.08660000000000001,M=2
483,AB (geometric grid),-0.0028000000000000247,M=2
484,AB (geometric grid),-0.0024000000000000687,M=2
485,AB (geometric grid),0.050999999999999934,M=2
486,AB (geometric grid),-0.0006000000000000449,M=2
487,AB (geometric grid),-0.008400000000000074,M=2
488,AB (geometric grid),0.09660000000000002,M=2
489,AB (geometric grid),0.0,M=2
490,AB (geometric grid),-0.0006000000000000449,M=2
491,AB (geometric grid),0.009599999999999942,M=2
492,AB (geometric grid),-0.0008000000000000229,M=2
493,AB (geometric grid),0.08999999999999997,M=2
494,AB (geometric grid),0.1114,M=2
495,AB (geometric grid),-0.008600000000000052,M=2
496,AB (geometric grid),0.0988,M=2
497,AB (geometric grid),0.08540000000000003,M=2
498,AB (geometric grid),0.0050000000000000044,M=2
499,AB (geometric grid),0.009599999999999942,M=2
500,AB (arithmetic grid),0.028000000000000025,M=2
501,AB (arithmetic grid),0.03079999999999994,M=2
502,AB (arithmetic grid),0.015199999999999991,M=2
503,AB (arithmetic grid),0.025599999999999956,M=2
504,AB (arithmetic grid),0.03759999999999997,M=2
505,AB (arithmetic grid),0.035599999999999965,M=2
506,AB (arithmetic grid),0.036799999999999944,M=2
507,AB (arithmetic grid),0.03279999999999994,M=2
508,AB (arithmetic grid),0.036599999999999966,M=2
509,AB (arithmetic grid),0.04239999999999999,M=2
510,AB (arithmetic grid),0.026000000000000023,M=2
511,AB (arithmetic grid),0.03379999999999994,M=2
512,AB (arithmetic grid),0.040200000000000014,M=2
513,AB (arithmetic grid),0.03520000000000001,M=2
514,AB (arithmetic grid),0.03079999999999994,M=2
515,AB (arithmetic grid),0.03400000000000003,M=2
516,AB (arithmetic grid),0.022599999999999953,M=2
517,AB (arithmetic grid),0.03500000000000003,M=2
518,AB (arithmetic grid),0.041200000000000014,M=2
519,AB (arithmetic grid),0.03639999999999999,M=2
520,AB (arithmetic grid),0.03620000000000001,M=2
521,AB (arithmetic grid),0.030399999999999983,M=2
522,AB (arithmetic grid),0.04499999999999993,M=2
523,AB (arithmetic grid),0.011800000000000033,M=2
524,AB (arithmetic grid),0.028000000000000025,M=2
525,AB (arithmetic grid),0.031399999999999983,M=2
526,AB (arithmetic grid),0.031200000000000006,M=2
527,AB (arithmetic grid),0.03700000000000003,M=2
528,AB (arithmetic grid),0.021599999999999953,M=2
529,AB (arithmetic grid),0.032200000000000006,M=2
530,AB (arithmetic grid),0.02839999999999998,M=2
531,AB (arithmetic grid),0.013799999999999923,M=2
532,AB (arithmetic grid),0.028000000000000025,M=2
533,AB (arithmetic grid),0.04259999999999997,M=2
534,AB (arithmetic grid),0.027599999999999958,M=2
535,AB (arithmetic grid),0.02639999999999998,M=2
536,AB (arithmetic grid),0.028000000000000025,M=2
537,AB (arithmetic grid),0.034399999999999986,M=2
538,AB (arithmetic grid),0.03500000000000003,M=2
539,AB (arithmetic grid),0.03059999999999996,M=2
540,AB (arithmetic grid),0.040200000000000014,M=2
541,AB (arithmetic grid),0.03300000000000003,M=2
542,AB (arithmetic grid),0.03539999999999999,M=2
543,AB (arithmetic grid),0.03259999999999996,M=2
544,AB (arithmetic grid),0.027200000000000002,M=2
545,AB (arithmetic grid),0.025599999999999956,M=2
546,AB (arithmetic grid),0.029799999999999938,M=2
547,AB (arithmetic grid),0.03159999999999996,M=2
548,AB (arithmetic grid),0.03279999999999994,M=2
549,AB (arithmetic grid),0.03379999999999994,M=2
550,AB (arithmetic grid),0.029799999999999938,M=2
551,AB (arithmetic grid),0.03359999999999996,M=2
552,AB (arithmetic grid),0.03720000000000001,M=2
553,AB (arithmetic grid),0.0262,M=2
554,AB (arithmetic grid),0.031200000000000006,M=2
555,AB (arithmetic grid),0.024599999999999955,M=2
556,AB (arithmetic grid),0.02079999999999993,M=2
557,AB (arithmetic grid),0.02079999999999993,M=2
558,AB (arithmetic grid),0.023799999999999932,M=2
559,AB (arithmetic grid),0.04139999999999999,M=2
